tool	rank	metric	sample	value
metaphlan2.9.21	genus	L1 norm error	1	0.2586062663160627
metaphlan2.9.21	species	L1 norm error	1	1.0100089303166877
metaphlan2.9.21	na	Weighted UniFrac error	1	3.238609154475751
metaphlan2.9.21	na	Unweighted UniFrac error	1	674.291331816954
metaphlan2.9.21	superkingdom	Bray-Curtis distance	29	0.0
metaphlan2.9.21	phylum	Bray-Curtis distance	29	0.1882998
metaphlan2.9.21	class	Bray-Curtis distance	29	0.1938731130372888
metaphlan2.9.21	order	Bray-Curtis distance	29	0.19387311303728874
metaphlan2.9.21	family	Bray-Curtis distance	29	0.1983061000000001
metaphlan2.9.21	genus	Bray-Curtis distance	29	0.22669890408845206
metaphlan2.9.21	species	Bray-Curtis distance	29	0.23736846365168554
metaphlan2.9.21	superkingdom	Shannon diversity	29	0.0
metaphlan2.9.21	superkingdom	Shannon equitability	29	0.0
metaphlan2.9.21	phylum	Shannon diversity	29	0.28322593062909107
metaphlan2.9.21	phylum	Shannon equitability	29	0.20430432278487565
metaphlan2.9.21	class	Shannon diversity	29	0.7027985054206353
metaphlan2.9.21	class	Shannon equitability	29	0.33797463950484197
metaphlan2.9.21	order	Shannon diversity	29	0.7027985054206353
metaphlan2.9.21	order	Shannon equitability	29	0.33797463950484197
metaphlan2.9.21	family	Shannon diversity	29	0.8440818924173297
metaphlan2.9.21	family	Shannon equitability	29	0.3044381900736633
metaphlan2.9.21	genus	Shannon diversity	29	0.8691226466330971
metaphlan2.9.21	genus	Shannon equitability	29	0.24253329243113805
metaphlan2.9.21	species	Shannon diversity	29	2.438738444015727
metaphlan2.9.21	species	Shannon equitability	29	0.5355301651904317
metaphlan2.9.21	superkingdom	True positives	29	1.0
metaphlan2.9.21	superkingdom	False negatives	29	0.0
metaphlan2.9.21	superkingdom	False positives	29	0.0
metaphlan2.9.21	superkingdom	Purity (precision)	29	1.0
metaphlan2.9.21	superkingdom	Completeness (recall)	29	1.0
metaphlan2.9.21	superkingdom	F1 score	29	1.0
metaphlan2.9.21	superkingdom	Jaccard index	29	1.0
metaphlan2.9.21	superkingdom	Taxon counts	29	1.0
metaphlan2.9.21	phylum	True positives	29	4.0
metaphlan2.9.21	phylum	False negatives	29	1.0
metaphlan2.9.21	phylum	False positives	29	0.0
metaphlan2.9.21	phylum	Purity (precision)	29	1.0
metaphlan2.9.21	phylum	Completeness (recall)	29	0.8
metaphlan2.9.21	phylum	F1 score	29	0.888888888888889
metaphlan2.9.21	phylum	Jaccard index	29	0.8
metaphlan2.9.21	phylum	Taxon counts	29	4.0
metaphlan2.9.21	class	True positives	29	8.0
metaphlan2.9.21	class	False negatives	29	1.0
metaphlan2.9.21	class	False positives	29	0.0
metaphlan2.9.21	class	Purity (precision)	29	1.0
metaphlan2.9.21	class	Completeness (recall)	29	0.8888888888888888
metaphlan2.9.21	class	F1 score	29	0.9411764705882353
metaphlan2.9.21	class	Jaccard index	29	0.8888888888888888
metaphlan2.9.21	class	Taxon counts	29	8.0
metaphlan2.9.21	order	True positives	29	8.0
metaphlan2.9.21	order	False negatives	29	2.0
metaphlan2.9.21	order	False positives	29	0.0
metaphlan2.9.21	order	Purity (precision)	29	1.0
metaphlan2.9.21	order	Completeness (recall)	29	0.8
metaphlan2.9.21	order	F1 score	29	0.888888888888889
metaphlan2.9.21	order	Jaccard index	29	0.8
metaphlan2.9.21	order	Taxon counts	29	8.0
metaphlan2.9.21	family	True positives	29	14.0
metaphlan2.9.21	family	False negatives	29	4.0
metaphlan2.9.21	family	False positives	29	2.0
metaphlan2.9.21	family	Purity (precision)	29	0.875
metaphlan2.9.21	family	Completeness (recall)	29	0.7777777777777778
metaphlan2.9.21	family	F1 score	29	0.823529411764706
metaphlan2.9.21	family	Jaccard index	29	0.7
metaphlan2.9.21	family	Taxon counts	29	16.0
metaphlan2.9.21	genus	True positives	29	34.0
metaphlan2.9.21	genus	False negatives	29	9.0
metaphlan2.9.21	genus	False positives	29	2.0
metaphlan2.9.21	genus	Purity (precision)	29	0.9444444444444444
metaphlan2.9.21	genus	Completeness (recall)	29	0.7906976744186046
metaphlan2.9.21	genus	F1 score	29	0.8607594936708861
metaphlan2.9.21	genus	Jaccard index	29	0.7555555555555555
metaphlan2.9.21	genus	Taxon counts	29	36.0
metaphlan2.9.21	species	True positives	29	80.0
metaphlan2.9.21	species	False negatives	29	28.0
metaphlan2.9.21	species	False positives	29	15.0
metaphlan2.9.21	species	Purity (precision)	29	0.8421052631578947
metaphlan2.9.21	species	Completeness (recall)	29	0.7407407407407407
metaphlan2.9.21	species	F1 score	29	0.7881773399014779
metaphlan2.9.21	species	Jaccard index	29	0.6504065040650406
metaphlan2.9.21	species	Taxon counts	29	95.0
metaphlan2.9.21	strain	True positives	29	0.0
metaphlan2.9.21	strain	False negatives	29	129.0
metaphlan2.9.21	strain	False positives	29	0.0
metaphlan2.9.21	strain	Purity (precision)	29	0.0
metaphlan2.9.21	strain	Completeness (recall)	29	0.0
metaphlan2.9.21	strain	Jaccard index	29	0.0
metaphlan2.9.21	strain	Taxon counts	29	0.0
metaphlan2.9.21	superkingdom	L1 norm error	29	0.0
metaphlan2.9.21	phylum	L1 norm error	29	0.3765996
metaphlan2.9.21	class	L1 norm error	29	0.3877462260745776
metaphlan2.9.21	order	L1 norm error	29	0.3877462260745775
metaphlan2.9.21	family	L1 norm error	29	0.3966122000000001
metaphlan2.9.21	genus	L1 norm error	29	0.4533978081769041
metaphlan2.9.21	species	L1 norm error	29	0.4747369273033707
metaphlan2.9.21	na	Weighted UniFrac error	29	3.470779440084182
metaphlan2.9.21	na	Unweighted UniFrac error	29	842.1160043723207
metaphlan2.9.21	superkingdom	Bray-Curtis distance	30	0.0
metaphlan2.9.21	phylum	Bray-Curtis distance	30	0.09073502376667623
metaphlan2.9.21	class	Bray-Curtis distance	30	0.11357812758450506
metaphlan2.9.21	order	Bray-Curtis distance	30	0.11359268038007662
metaphlan2.9.21	family	Bray-Curtis distance	30	0.169099720196379
metaphlan2.9.21	genus	Bray-Curtis distance	30	0.2686692472868523
metaphlan2.9.21	species	Bray-Curtis distance	30	0.2649267850137837
metaphlan2.9.21	superkingdom	Shannon diversity	30	0.0
metaphlan2.9.21	superkingdom	Shannon equitability	30	0.0
metaphlan2.9.21	phylum	Shannon diversity	30	0.7200724417360942
metaphlan2.9.21	phylum	Shannon equitability	30	0.5194224703867351
metaphlan2.9.21	class	Shannon diversity	30	1.0641948787698428
metaphlan2.9.21	class	Shannon equitability	30	0.5117695580468946
metaphlan2.9.21	order	Shannon diversity	30	1.0641948787698428
metaphlan2.9.21	order	Shannon equitability	30	0.5117695580468946
metaphlan2.9.21	family	Shannon diversity	30	1.8086046774763416
metaphlan2.9.21	family	Shannon equitability	30	0.5940520112667479
metaphlan2.9.21	genus	Shannon diversity	30	2.2488933874366053
metaphlan2.9.21	genus	Shannon equitability	30	0.5562366733581164
metaphlan2.9.21	species	Shannon diversity	30	3.3029514548660597
metaphlan2.9.21	species	Shannon equitability	30	0.6476545026445383
metaphlan2.9.21	superkingdom	True positives	30	1.0
metaphlan2.9.21	superkingdom	False negatives	30	0.0
metaphlan2.9.21	superkingdom	False positives	30	0.0
metaphlan2.9.21	superkingdom	Purity (precision)	30	1.0
metaphlan2.9.21	superkingdom	Completeness (recall)	30	1.0
metaphlan2.9.21	superkingdom	F1 score	30	1.0
metaphlan2.9.21	superkingdom	Jaccard index	30	1.0
metaphlan2.9.21	superkingdom	Taxon counts	30	1.0
metaphlan2.9.21	phylum	True positives	30	4.0
metaphlan2.9.21	phylum	False negatives	30	1.0
metaphlan2.9.21	phylum	False positives	30	0.0
metaphlan2.9.21	phylum	Purity (precision)	30	1.0
metaphlan2.9.21	phylum	Completeness (recall)	30	0.8
metaphlan2.9.21	phylum	F1 score	30	0.888888888888889
metaphlan2.9.21	phylum	Jaccard index	30	0.8
metaphlan2.9.21	phylum	Taxon counts	30	4.0
metaphlan2.9.21	class	True positives	30	8.0
metaphlan2.9.21	class	False negatives	30	2.0
metaphlan2.9.21	class	False positives	30	0.0
metaphlan2.9.21	class	Purity (precision)	30	1.0
metaphlan2.9.21	class	Completeness (recall)	30	0.8
metaphlan2.9.21	class	F1 score	30	0.888888888888889
metaphlan2.9.21	class	Jaccard index	30	0.8
metaphlan2.9.21	class	Taxon counts	30	8.0
metaphlan2.9.21	order	True positives	30	8.0
metaphlan2.9.21	order	False negatives	30	4.0
metaphlan2.9.21	order	False positives	30	0.0
metaphlan2.9.21	order	Purity (precision)	30	1.0
metaphlan2.9.21	order	Completeness (recall)	30	0.6666666666666666
metaphlan2.9.21	order	F1 score	30	0.8
metaphlan2.9.21	order	Jaccard index	30	0.6666666666666666
metaphlan2.9.21	order	Taxon counts	30	8.0
metaphlan2.9.21	family	True positives	30	19.0
metaphlan2.9.21	family	False negatives	30	6.0
metaphlan2.9.21	family	False positives	30	2.0
metaphlan2.9.21	family	Purity (precision)	30	0.9047619047619048
metaphlan2.9.21	family	Completeness (recall)	30	0.76
metaphlan2.9.21	family	F1 score	30	0.8260869565217391
metaphlan2.9.21	family	Jaccard index	30	0.7037037037037037
metaphlan2.9.21	family	Taxon counts	30	21.0
metaphlan2.9.21	genus	True positives	30	51.0
metaphlan2.9.21	genus	False negatives	30	12.0
metaphlan2.9.21	genus	False positives	30	6.0
metaphlan2.9.21	genus	Purity (precision)	30	0.8947368421052632
metaphlan2.9.21	genus	Completeness (recall)	30	0.8095238095238095
metaphlan2.9.21	genus	F1 score	30	0.8500000000000001
metaphlan2.9.21	genus	Jaccard index	30	0.7391304347826086
metaphlan2.9.21	genus	Taxon counts	30	57.0
metaphlan2.9.21	species	True positives	30	135.0
metaphlan2.9.21	species	False negatives	30	72.0
metaphlan2.9.21	species	False positives	30	29.0
metaphlan2.9.21	species	Purity (precision)	30	0.823170731707317
metaphlan2.9.21	species	Completeness (recall)	30	0.6521739130434783
metaphlan2.9.21	species	F1 score	30	0.7277628032345014
metaphlan2.9.21	species	Jaccard index	30	0.5720338983050848
metaphlan2.9.21	species	Taxon counts	30	164.0
metaphlan2.9.21	strain	True positives	30	0.0
metaphlan2.9.21	strain	False negatives	30	247.0
metaphlan2.9.21	strain	False positives	30	0.0
metaphlan2.9.21	strain	Purity (precision)	30	0.0
metaphlan2.9.21	strain	Completeness (recall)	30	0.0
metaphlan2.9.21	strain	Jaccard index	30	0.0
metaphlan2.9.21	strain	Taxon counts	30	0.0
metaphlan2.9.21	superkingdom	L1 norm error	30	0.0
metaphlan2.9.21	phylum	L1 norm error	30	0.18147004753335247
metaphlan2.9.21	class	L1 norm error	30	0.22715625516901014
metaphlan2.9.21	order	L1 norm error	30	0.22718536076015322
metaphlan2.9.21	family	L1 norm error	30	0.3381994403927581
metaphlan2.9.21	genus	L1 norm error	30	0.5373384945737046
metaphlan2.9.21	species	L1 norm error	30	0.5298535700275666
metaphlan2.9.21	na	Weighted UniFrac error	30	2.89353086639364
metaphlan2.9.21	na	Unweighted UniFrac error	30	1783.9086022290596
metaphlan2.9.21	superkingdom	Bray-Curtis distance	31	0.0
metaphlan2.9.21	phylum	Bray-Curtis distance	31	0.04902337376347376
metaphlan2.9.21	class	Bray-Curtis distance	31	0.050344198474535286
metaphlan2.9.21	order	Bray-Curtis distance	31	0.05034419847453528
metaphlan2.9.21	family	Bray-Curtis distance	31	0.13619499373253066
metaphlan2.9.21	genus	Bray-Curtis distance	31	0.13893246000943088
metaphlan2.9.21	species	Bray-Curtis distance	31	0.1078439292066005
metaphlan2.9.21	superkingdom	Shannon diversity	31	0.0
metaphlan2.9.21	superkingdom	Shannon equitability	31	0.0
metaphlan2.9.21	phylum	Shannon diversity	31	0.7371870514018182
metaphlan2.9.21	phylum	Shannon equitability	31	0.5317680516324802
metaphlan2.9.21	class	Shannon diversity	31	1.0546535147260123
metaphlan2.9.21	class	Shannon equitability	31	0.4398246773701755
metaphlan2.9.21	order	Shannon diversity	31	1.0546535147260123
metaphlan2.9.21	order	Shannon equitability	31	0.4398246773701755
metaphlan2.9.21	family	Shannon diversity	31	1.6250235469491967
metaphlan2.9.21	family	Shannon equitability	31	0.5424461862946611
metaphlan2.9.21	genus	Shannon diversity	31	1.6800324847292682
metaphlan2.9.21	genus	Shannon equitability	31	0.4585790132681761
metaphlan2.9.21	species	Shannon diversity	31	2.9275313867167534
metaphlan2.9.21	species	Shannon equitability	31	0.5995597267984342
metaphlan2.9.21	superkingdom	True positives	31	1.0
metaphlan2.9.21	superkingdom	False negatives	31	0.0
metaphlan2.9.21	superkingdom	False positives	31	0.0
metaphlan2.9.21	superkingdom	Purity (precision)	31	1.0
metaphlan2.9.21	superkingdom	Completeness (recall)	31	1.0
metaphlan2.9.21	superkingdom	F1 score	31	1.0
metaphlan2.9.21	superkingdom	Jaccard index	31	1.0
metaphlan2.9.21	superkingdom	Taxon counts	31	1.0
metaphlan2.9.21	phylum	True positives	31	4.0
metaphlan2.9.21	phylum	False negatives	31	1.0
metaphlan2.9.21	phylum	False positives	31	0.0
metaphlan2.9.21	phylum	Purity (precision)	31	1.0
metaphlan2.9.21	phylum	Completeness (recall)	31	0.8
metaphlan2.9.21	phylum	F1 score	31	0.888888888888889
metaphlan2.9.21	phylum	Jaccard index	31	0.8
metaphlan2.9.21	phylum	Taxon counts	31	4.0
metaphlan2.9.21	class	True positives	31	11.0
metaphlan2.9.21	class	False negatives	31	1.0
metaphlan2.9.21	class	False positives	31	0.0
metaphlan2.9.21	class	Purity (precision)	31	1.0
metaphlan2.9.21	class	Completeness (recall)	31	0.9166666666666666
metaphlan2.9.21	class	F1 score	31	0.9565217391304348
metaphlan2.9.21	class	Jaccard index	31	0.9166666666666666
metaphlan2.9.21	class	Taxon counts	31	11.0
metaphlan2.9.21	order	True positives	31	11.0
metaphlan2.9.21	order	False negatives	31	2.0
metaphlan2.9.21	order	False positives	31	0.0
metaphlan2.9.21	order	Purity (precision)	31	1.0
metaphlan2.9.21	order	Completeness (recall)	31	0.8461538461538461
metaphlan2.9.21	order	F1 score	31	0.9166666666666666
metaphlan2.9.21	order	Jaccard index	31	0.8461538461538461
metaphlan2.9.21	order	Taxon counts	31	11.0
metaphlan2.9.21	family	True positives	31	19.0
metaphlan2.9.21	family	False negatives	31	6.0
metaphlan2.9.21	family	False positives	31	1.0
metaphlan2.9.21	family	Purity (precision)	31	0.95
metaphlan2.9.21	family	Completeness (recall)	31	0.76
metaphlan2.9.21	family	F1 score	31	0.8444444444444444
metaphlan2.9.21	family	Jaccard index	31	0.7307692307692307
metaphlan2.9.21	family	Taxon counts	31	20.0
metaphlan2.9.21	genus	True positives	31	36.0
metaphlan2.9.21	genus	False negatives	31	15.0
metaphlan2.9.21	genus	False positives	31	3.0
metaphlan2.9.21	genus	Purity (precision)	31	0.9230769230769231
metaphlan2.9.21	genus	Completeness (recall)	31	0.7058823529411765
metaphlan2.9.21	genus	F1 score	31	0.8000000000000002
metaphlan2.9.21	genus	Jaccard index	31	0.6666666666666666
metaphlan2.9.21	genus	Taxon counts	31	39.0
metaphlan2.9.21	species	True positives	31	107.0
metaphlan2.9.21	species	False negatives	31	47.0
metaphlan2.9.21	species	False positives	31	25.0
metaphlan2.9.21	species	Purity (precision)	31	0.8106060606060606
metaphlan2.9.21	species	Completeness (recall)	31	0.6948051948051948
metaphlan2.9.21	species	F1 score	31	0.7482517482517482
metaphlan2.9.21	species	Jaccard index	31	0.5977653631284916
metaphlan2.9.21	species	Taxon counts	31	132.0
metaphlan2.9.21	strain	True positives	31	0.0
metaphlan2.9.21	strain	False negatives	31	185.0
metaphlan2.9.21	strain	False positives	31	0.0
metaphlan2.9.21	strain	Purity (precision)	31	0.0
metaphlan2.9.21	strain	Completeness (recall)	31	0.0
metaphlan2.9.21	strain	Jaccard index	31	0.0
metaphlan2.9.21	strain	Taxon counts	31	0.0
metaphlan2.9.21	superkingdom	L1 norm error	31	0.0
metaphlan2.9.21	phylum	L1 norm error	31	0.09804674752694752
metaphlan2.9.21	class	L1 norm error	31	0.10068839694907056
metaphlan2.9.21	order	L1 norm error	31	0.10068839694907057
metaphlan2.9.21	family	L1 norm error	31	0.27238998746506127
metaphlan2.9.21	genus	L1 norm error	31	0.27786492001886176
metaphlan2.9.21	species	L1 norm error	31	0.21568785841320118
metaphlan2.9.21	na	Weighted UniFrac error	31	1.7850315970056934
metaphlan2.9.21	na	Unweighted UniFrac error	31	1322.6343503275214
metaphlan2.9.21	superkingdom	Bray-Curtis distance	32	0.0
metaphlan2.9.21	phylum	Bray-Curtis distance	32	0.01412760000000002
metaphlan2.9.21	class	Bray-Curtis distance	32	0.02377725856205866
metaphlan2.9.21	order	Bray-Curtis distance	32	0.023810900000000045
metaphlan2.9.21	family	Bray-Curtis distance	32	0.031500597116359746
metaphlan2.9.21	genus	Bray-Curtis distance	32	0.03451164829305843
metaphlan2.9.21	species	Bray-Curtis distance	32	0.03652878667096407
metaphlan2.9.21	superkingdom	Shannon diversity	32	0.0
metaphlan2.9.21	superkingdom	Shannon equitability	32	0.0
metaphlan2.9.21	phylum	Shannon diversity	32	0.26534167973938433
metaphlan2.9.21	phylum	Shannon equitability	32	0.19140356275057865
metaphlan2.9.21	class	Shannon diversity	32	0.37802845480346503
metaphlan2.9.21	class	Shannon equitability	32	0.21098169776456172
metaphlan2.9.21	order	Shannon diversity	32	0.38201682893627453
metaphlan2.9.21	order	Shannon equitability	32	0.1963178151477001
metaphlan2.9.21	family	Shannon diversity	32	0.4557905384785986
metaphlan2.9.21	family	Shannon equitability	32	0.18342360608093036
metaphlan2.9.21	genus	Shannon diversity	32	0.43365996014446795
metaphlan2.9.21	genus	Shannon equitability	32	0.15003604950116145
metaphlan2.9.21	species	Shannon diversity	32	2.2404027129395465
metaphlan2.9.21	species	Shannon equitability	32	0.5787358255556245
metaphlan2.9.21	superkingdom	True positives	32	1.0
metaphlan2.9.21	superkingdom	False negatives	32	0.0
metaphlan2.9.21	superkingdom	False positives	32	0.0
metaphlan2.9.21	superkingdom	Purity (precision)	32	1.0
metaphlan2.9.21	superkingdom	Completeness (recall)	32	1.0
metaphlan2.9.21	superkingdom	F1 score	32	1.0
metaphlan2.9.21	superkingdom	Jaccard index	32	1.0
metaphlan2.9.21	superkingdom	Taxon counts	32	1.0
metaphlan2.9.21	phylum	True positives	32	4.0
metaphlan2.9.21	phylum	False negatives	32	1.0
metaphlan2.9.21	phylum	False positives	32	0.0
metaphlan2.9.21	phylum	Purity (precision)	32	1.0
metaphlan2.9.21	phylum	Completeness (recall)	32	0.8
metaphlan2.9.21	phylum	F1 score	32	0.888888888888889
metaphlan2.9.21	phylum	Jaccard index	32	0.8
metaphlan2.9.21	phylum	Taxon counts	32	4.0
metaphlan2.9.21	class	True positives	32	6.0
metaphlan2.9.21	class	False negatives	32	3.0
metaphlan2.9.21	class	False positives	32	0.0
metaphlan2.9.21	class	Purity (precision)	32	1.0
metaphlan2.9.21	class	Completeness (recall)	32	0.6666666666666666
metaphlan2.9.21	class	F1 score	32	0.8
metaphlan2.9.21	class	Jaccard index	32	0.6666666666666666
metaphlan2.9.21	class	Taxon counts	32	6.0
metaphlan2.9.21	order	True positives	32	7.0
metaphlan2.9.21	order	False negatives	32	3.0
metaphlan2.9.21	order	False positives	32	0.0
metaphlan2.9.21	order	Purity (precision)	32	1.0
metaphlan2.9.21	order	Completeness (recall)	32	0.7
metaphlan2.9.21	order	F1 score	32	0.8235294117647058
metaphlan2.9.21	order	Jaccard index	32	0.7
metaphlan2.9.21	order	Taxon counts	32	7.0
metaphlan2.9.21	family	True positives	32	11.0
metaphlan2.9.21	family	False negatives	32	4.0
metaphlan2.9.21	family	False positives	32	1.0
metaphlan2.9.21	family	Purity (precision)	32	0.9166666666666666
metaphlan2.9.21	family	Completeness (recall)	32	0.7333333333333333
metaphlan2.9.21	family	F1 score	32	0.8148148148148148
metaphlan2.9.21	family	Jaccard index	32	0.6875
metaphlan2.9.21	family	Taxon counts	32	12.0
metaphlan2.9.21	genus	True positives	32	16.0
metaphlan2.9.21	genus	False negatives	32	7.0
metaphlan2.9.21	genus	False positives	32	2.0
metaphlan2.9.21	genus	Purity (precision)	32	0.8888888888888888
metaphlan2.9.21	genus	Completeness (recall)	32	0.6956521739130435
metaphlan2.9.21	genus	F1 score	32	0.7804878048780488
metaphlan2.9.21	genus	Jaccard index	32	0.64
metaphlan2.9.21	genus	Taxon counts	32	18.0
metaphlan2.9.21	species	True positives	32	39.0
metaphlan2.9.21	species	False negatives	32	10.0
metaphlan2.9.21	species	False positives	32	9.0
metaphlan2.9.21	species	Purity (precision)	32	0.8125
metaphlan2.9.21	species	Completeness (recall)	32	0.7959183673469388
metaphlan2.9.21	species	F1 score	32	0.8041237113402061
metaphlan2.9.21	species	Jaccard index	32	0.6724137931034483
metaphlan2.9.21	species	Taxon counts	32	48.0
metaphlan2.9.21	strain	True positives	32	0.0
metaphlan2.9.21	strain	False negatives	32	54.0
metaphlan2.9.21	strain	False positives	32	0.0
metaphlan2.9.21	strain	Purity (precision)	32	0.0
metaphlan2.9.21	strain	Completeness (recall)	32	0.0
metaphlan2.9.21	strain	Jaccard index	32	0.0
metaphlan2.9.21	strain	Taxon counts	32	0.0
metaphlan2.9.21	superkingdom	L1 norm error	32	0.0
metaphlan2.9.21	phylum	L1 norm error	32	0.028255200000000046
metaphlan2.9.21	class	L1 norm error	32	0.04755451712411732
metaphlan2.9.21	order	L1 norm error	32	0.047621800000000096
metaphlan2.9.21	family	L1 norm error	32	0.06300119423271949
metaphlan2.9.21	genus	L1 norm error	32	0.06902329658611685
metaphlan2.9.21	species	L1 norm error	32	0.07305757334192813
metaphlan2.9.21	na	Weighted UniFrac error	32	1.3011740371155822
metaphlan2.9.21	na	Unweighted UniFrac error	32	417.18800110162306
metaphlan2.9.21	superkingdom	Bray-Curtis distance	33	0.0
metaphlan2.9.21	phylum	Bray-Curtis distance	33	0.06341240000000001
metaphlan2.9.21	class	Bray-Curtis distance	33	0.11378190000000002
metaphlan2.9.21	order	Bray-Curtis distance	33	0.11378190000000003
metaphlan2.9.21	family	Bray-Curtis distance	33	0.19095173803564167
metaphlan2.9.21	genus	Bray-Curtis distance	33	0.3156530547925012
metaphlan2.9.21	species	Bray-Curtis distance	33	0.37033138892721984
metaphlan2.9.21	superkingdom	Shannon diversity	33	0.0
metaphlan2.9.21	superkingdom	Shannon equitability	33	0.0
metaphlan2.9.21	phylum	Shannon diversity	33	0.7818319930264543
metaphlan2.9.21	phylum	Shannon equitability	33	0.5639725695738002
metaphlan2.9.21	class	Shannon diversity	33	1.1931328488559962
metaphlan2.9.21	class	Shannon equitability	33	0.573775614722089
metaphlan2.9.21	order	Shannon diversity	33	1.286587783657124
metaphlan2.9.21	order	Shannon equitability	33	0.5855513345917986
metaphlan2.9.21	family	Shannon diversity	33	2.0524025307555407
metaphlan2.9.21	family	Shannon equitability	33	0.685108795894057
metaphlan2.9.21	genus	Shannon diversity	33	2.9303714890348496
metaphlan2.9.21	genus	Shannon equitability	33	0.7216876290157574
metaphlan2.9.21	species	Shannon diversity	33	3.9637833276208725
metaphlan2.9.21	species	Shannon equitability	33	0.7879598932658509
metaphlan2.9.21	superkingdom	True positives	33	1.0
metaphlan2.9.21	superkingdom	False negatives	33	0.0
metaphlan2.9.21	superkingdom	False positives	33	0.0
metaphlan2.9.21	superkingdom	Purity (precision)	33	1.0
metaphlan2.9.21	superkingdom	Completeness (recall)	33	1.0
metaphlan2.9.21	superkingdom	F1 score	33	1.0
metaphlan2.9.21	superkingdom	Jaccard index	33	1.0
metaphlan2.9.21	superkingdom	Taxon counts	33	1.0
metaphlan2.9.21	phylum	True positives	33	4.0
metaphlan2.9.21	phylum	False negatives	33	1.0
metaphlan2.9.21	phylum	False positives	33	0.0
metaphlan2.9.21	phylum	Purity (precision)	33	1.0
metaphlan2.9.21	phylum	Completeness (recall)	33	0.8
metaphlan2.9.21	phylum	F1 score	33	0.888888888888889
metaphlan2.9.21	phylum	Jaccard index	33	0.8
metaphlan2.9.21	phylum	Taxon counts	33	4.0
metaphlan2.9.21	class	True positives	33	8.0
metaphlan2.9.21	class	False negatives	33	3.0
metaphlan2.9.21	class	False positives	33	0.0
metaphlan2.9.21	class	Purity (precision)	33	1.0
metaphlan2.9.21	class	Completeness (recall)	33	0.7272727272727273
metaphlan2.9.21	class	F1 score	33	0.8421052631578948
metaphlan2.9.21	class	Jaccard index	33	0.7272727272727273
metaphlan2.9.21	class	Taxon counts	33	8.0
metaphlan2.9.21	order	True positives	33	9.0
metaphlan2.9.21	order	False negatives	33	4.0
metaphlan2.9.21	order	False positives	33	0.0
metaphlan2.9.21	order	Purity (precision)	33	1.0
metaphlan2.9.21	order	Completeness (recall)	33	0.6923076923076923
metaphlan2.9.21	order	F1 score	33	0.8181818181818181
metaphlan2.9.21	order	Jaccard index	33	0.6923076923076923
metaphlan2.9.21	order	Taxon counts	33	9.0
metaphlan2.9.21	family	True positives	33	19.0
metaphlan2.9.21	family	False negatives	33	7.0
metaphlan2.9.21	family	False positives	33	1.0
metaphlan2.9.21	family	Purity (precision)	33	0.95
metaphlan2.9.21	family	Completeness (recall)	33	0.7307692307692307
metaphlan2.9.21	family	F1 score	33	0.8260869565217392
metaphlan2.9.21	family	Jaccard index	33	0.7037037037037037
metaphlan2.9.21	family	Taxon counts	33	20.0
metaphlan2.9.21	genus	True positives	33	53.0
metaphlan2.9.21	genus	False negatives	33	18.0
metaphlan2.9.21	genus	False positives	33	5.0
metaphlan2.9.21	genus	Purity (precision)	33	0.9137931034482759
metaphlan2.9.21	genus	Completeness (recall)	33	0.7464788732394366
metaphlan2.9.21	genus	F1 score	33	0.8217054263565892
metaphlan2.9.21	genus	Jaccard index	33	0.6973684210526315
metaphlan2.9.21	genus	Taxon counts	33	58.0
metaphlan2.9.21	species	True positives	33	129.0
metaphlan2.9.21	species	False negatives	33	75.0
metaphlan2.9.21	species	False positives	33	24.0
metaphlan2.9.21	species	Purity (precision)	33	0.8431372549019608
metaphlan2.9.21	species	Completeness (recall)	33	0.6323529411764706
metaphlan2.9.21	species	F1 score	33	0.722689075630252
metaphlan2.9.21	species	Jaccard index	33	0.5657894736842105
metaphlan2.9.21	species	Taxon counts	33	153.0
metaphlan2.9.21	strain	True positives	33	0.0
metaphlan2.9.21	strain	False negatives	33	244.0
metaphlan2.9.21	strain	False positives	33	0.0
metaphlan2.9.21	strain	Purity (precision)	33	0.0
metaphlan2.9.21	strain	Completeness (recall)	33	0.0
metaphlan2.9.21	strain	Jaccard index	33	0.0
metaphlan2.9.21	strain	Taxon counts	33	0.0
metaphlan2.9.21	superkingdom	L1 norm error	33	0.0
metaphlan2.9.21	phylum	L1 norm error	33	0.1268248
metaphlan2.9.21	class	L1 norm error	33	0.2275638000000001
metaphlan2.9.21	order	L1 norm error	33	0.22756380000000004
metaphlan2.9.21	family	L1 norm error	33	0.38190347607128333
metaphlan2.9.21	genus	L1 norm error	33	0.6313061095850021
metaphlan2.9.21	species	L1 norm error	33	0.7406627778544405
metaphlan2.9.21	na	Weighted UniFrac error	33	3.3029502343479584
metaphlan2.9.21	na	Unweighted UniFrac error	33	1909.785840802119
metaphlan2.9.21	superkingdom	Bray-Curtis distance	34	0.0
metaphlan2.9.21	phylum	Bray-Curtis distance	34	0.04502529999999995
metaphlan2.9.21	class	Bray-Curtis distance	34	0.12259142375305761
metaphlan2.9.21	order	Bray-Curtis distance	34	0.12259078387441776
metaphlan2.9.21	family	Bray-Curtis distance	34	0.2053583957840288
metaphlan2.9.21	genus	Bray-Curtis distance	34	0.21934023250975107
metaphlan2.9.21	species	Bray-Curtis distance	34	0.2939289047762181
metaphlan2.9.21	superkingdom	Shannon diversity	34	0.0
metaphlan2.9.21	superkingdom	Shannon equitability	34	0.0
